date,close,open,high,low,volume,change_pct,daily_return,log_return,direction,abs_return,rolling_vol_5d,rolling_vol_21d,rolling_vol_5d_ann,rolling_vol_21d_ann,price_range_pct,is_trading_day
2022-01-16,88.7,89.0,89.75,88.5,3530000.0,0.49%,0.004871417242551246,0.004859590283392294,1.0,0.004871417242551246,0.007959732066464376,,0.12635682930342593,,0.014044943820224719,0
2022-01-17,88.4,88.4,89.2,87.3,856160.0,-0.34%,-0.0033821871476887866,-0.003387919671936003,0.0,0.0033821871476887866,0.008246917927155503,,0.13091576350808248,,0.02149321266968332,1
2022-01-18,88.81,88.8,89.77,88.3,3310000.0,0.46%,0.004638009049773739,0.0046272866268149615,1.0,0.004638009049773739,0.006751359337645153,,0.10717450691425699,,0.01655405405405404,1
2022-01-19,88.09,89.31,89.85,87.51,3510000.0,-0.81%,-0.00810719513568292,-0.008140237148708419,0.0,0.00810719513568292,0.005571922009602187,,0.08845151977232782,,0.026200873362445292,1
2022-01-20,88.34,88.08,88.89,87.1,2280000.0,0.28%,0.0028380065841753233,0.0028339870466761387,1.0,0.0028380065841753233,0.005715651000756697,,0.09073314677303802,,0.020322434150772097,1
2022-01-21,87.81,88.25,88.85,87.7,635620.0,-0.60%,-0.0059995472039846565,-0.006017616796476283,0.0,0.0059995472039846565,0.00554655318046155,,0.08804880209457373,,0.013031161473087721,1
2022-01-22,87.81,88.25,88.85,87.7,635620.0,-0.60%,-0.0059995472039846565,-0.006017616796476283,0.0,0.0059995472039846565,0.00554655318046155,,0.08804880209457373,,0.013031161473087721,0
2022-01-23,87.81,88.25,88.85,87.7,635620.0,-0.60%,-0.0059995472039846565,-0.006017616796476283,0.0,0.0059995472039846565,0.00554655318046155,,0.08804880209457373,,0.013031161473087721,0
2022-01-24,87.99,88.35,88.44,87.4,623690.0,0.20%,0.0020498804236419588,0.0020477822855651914,1.0,0.0020498804236419588,0.005739982242999168,,0.09111939326941511,,0.011771363893604891,1
2022-01-25,87.53,88.02,88.5,87.3,2370000.0,-0.52%,-0.0052278668030457665,-0.005241579913122693,0.0,0.0052278668030457665,0.005000542744133396,,0.07938115512795274,,0.013633265167007531,1
2022-01-26,86.92,87.7,87.9,86.75,1150000.0,-0.70%,-0.006969039186564552,-0.006993436356117689,0.0,0.006969039186564552,0.0047186576331601695,,0.07490636771639074,,0.01311288483466369,1
2022-01-27,86.95,87.1,87.85,86.5,1330000.0,0.03%,0.00034514496088355884,0.00034508541206313667,1.0,0.00034514496088355884,0.004080443869436385,,0.06477503830372072,,0.015499425947187078,1
2022-01-28,86.26,87.0,87.77,86.12,2530000.0,-0.79%,-0.00793559516963771,-0.007967249580594948,0.0,0.00793559516963771,0.004492686881314366,,0.07131919323864103,,0.018965517241379213,1
2022-01-29,86.26,87.0,87.77,86.12,2530000.0,-0.79%,-0.00793559516963771,-0.007967249580594948,0.0,0.00793559516963771,0.004492686881314366,,0.07131919323864103,,0.018965517241379213,0
2022-01-30,86.26,87.0,87.77,86.12,2530000.0,-0.79%,-0.00793559516963771,-0.007967249580594948,0.0,0.00793559516963771,0.004492686881314366,,0.07131919323864103,,0.018965517241379213,0
2022-01-31,87.04,87.03,87.25,86.5,1120000.0,0.90%,0.00904242986320436,0.009001791887935514,1.0,0.00904242986320436,0.007025717524814559,,0.11152980811468555,,0.008617718028266115,1
2022-02-01,88.13,87.5,88.2,87.02,1060000.0,1.25%,0.012522977941176405,0.012445214003936542,1.0,0.012522977941176405,0.009207147913813949,0.007421712632301511,0.1461589419848332,0.11781603556353815,0.013485714285714363,1
2022-02-02,89.6,88.5,89.9,88.11,2260000.0,1.67%,0.016679904686258906,0.016542322869315656,1.0,0.016679904686258906,0.009858083833227707,0.007813860411276704,0.15649222935808113,0.12404118856566626,0.020225988700565044,1
2022-02-03,88.34,90.2,90.35,88.01,1400000.0,-1.41%,-0.014062499999999867,-0.014162313812504249,0.0,0.014062499999999867,0.013447172766118337,0.008478200810776885,0.2134672498564179,0.13458726546349092,0.025942350332594115,1
