"Date","Price","Open","High","Low","Vol.","Change %"
"09/02/2024","133.49","133.25","136.00","132.16","3.10M","0.60%"
"08/30/2024","132.70","133.05","134.40","132.60","1.30M","-0.23%"
"08/29/2024","133.00","132.53","133.47","131.92","1.14M","0.33%"
"08/28/2024","132.56","133.56","133.56","132.50","781.53K","-0.44%"
"08/27/2024","133.15","135.51","136.47","132.91","3.20M","-0.97%"
"08/26/2024","134.45","135.89","136.00","134.00","1.16M","-0.41%"
"08/23/2024","135.01","135.02","136.30","134.30","2.54M","0.01%"
"08/22/2024","135.00","134.60","136.85","134.01","4.25M","0.82%"
"08/21/2024","133.90","134.00","134.98","133.00","2.92M","0.83%"
"08/20/2024","132.80","132.25","133.24","131.51","942.04K","0.84%"
"08/19/2024","131.70","132.75","133.65","131.60","1.73M","0.17%"
"08/16/2024","131.48","132.51","133.35","131.10","2.12M","-0.77%"
"08/15/2024","132.50","134.40","135.75","132.00","4.16M","-0.90%"
"08/13/2024","133.70","133.54","135.00","132.78","2.67M","0.23%"
"08/12/2024","133.39","135.00","137.10","133.10","4.63M","-1.51%"
"08/09/2024","135.44","140.40","141.11","135.20","8.58M","-2.70%"
"08/08/2024","139.20","129.70","139.98","129.00","24.26M","7.57%"
"08/07/2024","129.40","130.00","131.20","128.85","2.21M","0.12%"
"08/06/2024","129.25","131.00","132.00","129.05","2.30M","0.20%"
"08/05/2024","128.99","131.49","134.70","128.85","6.77M","-1.08%"
"08/02/2024","130.40","129.21","131.50","128.51","1.24M","0.93%"
"08/01/2024","129.20","129.96","130.24","128.05","952.49K","0.11%"
"07/31/2024","129.06","131.79","132.15","129.05","1.13M","-2.09%"
"07/30/2024","131.81","133.50","134.42","130.52","3.52M","-0.63%"
"07/29/2024","132.65","129.04","134.69","129.04","5.90M","2.75%"
"07/26/2024","129.10","131.30","132.60","128.29","3.54M","-1.38%"
"07/25/2024","130.90","132.00","132.47","130.70","1.14M","-0.76%"
"07/24/2024","131.90","132.20","132.88","131.30","1.29M","0.08%"
"07/23/2024","131.80","130.00","132.20","129.99","2.33M","1.62%"
"07/22/2024","129.70","133.75","133.75","129.00","3.76M","-3.32%"
"07/19/2024","134.15","137.25","137.65","133.30","5.12M","-2.16%"
"07/18/2024","137.11","133.25","137.48","132.70","8.53M","3.40%"
"07/15/2024","132.60","133.00","134.80","132.13","3.88M","1.42%"
"07/12/2024","130.74","133.00","133.15","129.05","3.42M","-1.62%"
"07/11/2024","132.89","133.00","134.79","132.50","3.39M","-0.53%"
"07/10/2024","133.60","134.51","134.88","131.95","3.92M","-0.51%"
"07/09/2024","134.29","134.25","135.39","133.90","3.30M","0.52%"
"07/08/2024","133.60","133.80","134.50","132.50","3.07M","0.53%"
"07/05/2024","132.90","135.00","135.48","132.50","5.33M","-1.77%"
"07/04/2024","135.30","137.40","138.64","134.60","4.90M","-1.02%"
"07/03/2024","136.70","136.00","139.20","136.00","7.03M","0.51%"
"07/02/2024","136.00","136.01","137.30","135.25","4.77M","0.28%"
"07/01/2024","135.62","135.00","137.37","134.25","8.32M","0.35%"
"06/28/2024","135.15","137.00","137.38","134.90","4.87M","-0.85%"
"06/27/2024","136.31","135.99","138.00","135.00","16.93M","1.11%"
"06/26/2024","134.81","129.00","138.40","127.27","27.46M","4.67%"
"06/25/2024","128.80","131.90","131.90","128.76","3.20M","-2.49%"
"06/24/2024","132.09","134.00","134.70","131.01","4.31M","-0.92%"
"06/21/2024","133.31","135.80","135.80","132.65","4.95M","-1.26%"
"06/20/2024","135.01","131.70","135.25","131.65","8.40M","2.51%"
"06/14/2024","131.70","131.99","133.95","130.50","11.10M","1.90%"
"06/13/2024","129.25","122.00","129.25","121.40","17.61M","8.44%"
"06/12/2024","119.19","118.50","120.35","118.50","4.62M","-0.18%"
"06/11/2024","119.40","123.00","123.00","118.31","5.62M","-1.65%"
"06/10/2024","121.40","123.78","123.85","120.26","3.38M","-1.78%"
"06/07/2024","123.60","124.99","124.99","120.36","6.55M","-1.11%"
"06/06/2024","124.99","126.64","128.60","124.50","4.73M","-1.30%"
"06/05/2024","126.64","129.50","129.90","126.45","3.74M","-1.75%"
"06/04/2024","128.89","132.52","132.80","128.85","5.74M","-2.59%"
"06/03/2024","132.32","133.99","134.00","131.90","3.16M","-1.03%"
"05/31/2024","133.70","132.80","134.25","131.70","5.36M","0.68%"
"05/30/2024","132.80","133.50","133.50","131.00","6.99M","-0.04%"
"05/29/2024","132.85","136.96","136.96","131.50","9.77M","-2.90%"
"05/27/2024","136.82","139.50","139.50","136.70","2.71M","-1.57%"
"05/24/2024","139.00","141.00","141.10","138.80","5.80M","-0.39%"
"05/23/2024","139.55","136.02","140.45","135.51","15.11M","2.23%"
"05/22/2024","136.50","135.00","137.69","134.75","4.40M","1.11%"
"05/21/2024","135.00","136.02","137.10","134.80","2.29M","-1.03%"
"05/20/2024","136.40","138.25","138.25","135.65","3.68M","-1.30%"
"05/17/2024","138.20","138.00","139.19","137.00","2.60M","0.22%"
"05/16/2024","137.90","139.80","140.29","137.71","3.34M","-0.86%"
"05/15/2024","139.10","140.00","142.00","138.70","13.25M","-0.57%"
"05/14/2024","139.90","135.60","140.10","134.75","18.22M","3.78%"
"05/13/2024","134.80","133.99","137.33","132.70","8.98M","0.79%"
"05/10/2024","133.75","134.10","135.99","133.50","3.47M","0.21%"
"05/09/2024","133.47","133.21","134.75","132.79","2.60M","-0.17%"
"05/08/2024","133.70","133.00","135.10","133.00","10.02M","-0.74%"
"05/07/2024","134.69","136.40","136.80","134.30","6.65M","-1.40%"
"05/06/2024","136.60","139.10","140.50","136.35","11.67M","-0.83%"
"05/03/2024","137.75","133.25","139.50","132.01","16.08M","3.89%"
"05/02/2024","132.59","133.62","135.25","131.63","7.31M","-0.68%"
"04/30/2024","133.50","134.11","137.85","133.01","13.58M","-0.72%"
"04/29/2024","134.47","137.90","138.30","133.92","5.41M","-1.88%"
"04/26/2024","137.05","137.35","139.40","135.36","7.24M","0.08%"
"04/25/2024","136.94","135.00","137.50","133.25","8.80M","1.55%"
"04/24/2024","134.85","134.00","135.60","133.79","4.95M","0.75%"
"04/23/2024","133.85","135.80","135.87","133.50","3.46M","-1.22%"
"04/22/2024","135.50","134.00","138.00","132.20","12.88M","1.12%"
"04/19/2024","134.00","132.56","135.39","131.15","8.42M","1.28%"
"04/18/2024","132.30","131.80","133.80","129.79","7.64M","0.92%"
"04/17/2024","131.10","132.97","132.97","131.00","4.28M","-1.80%"
"04/16/2024","133.50","134.05","136.60","133.03","10.71M","-0.45%"
"04/15/2024","134.10","129.99","134.70","127.40","15.72M","4.36%"
"04/09/2024","128.50","128.50","129.90","127.00","4.87M","0.16%"
"04/08/2024","128.30","126.45","129.40","126.45","5.87M","2.39%"
"04/04/2024","125.30","125.60","128.99","125.02","7.92M","2.12%"
"04/03/2024","122.70","119.50","123.00","118.76","5.59M","3.24%"
"04/02/2024","118.85","120.00","120.00","118.25","2.00M","-0.48%"
"04/01/2024","119.42","121.40","122.40","119.00","1.84M","-1.59%"
"03/29/2024","121.35","123.02","123.50","121.20","2.79M","-1.28%"
"03/28/2024","122.92","122.80","123.70","121.85","4.20M","0.18%"
"03/27/2024","122.70","123.21","123.73","122.21","4.51M","0.09%"
"03/26/2024","122.59","121.60","124.39","121.16","20.90M","1.11%"
"03/25/2024","121.25","121.90","124.78","120.70","16.00M","3.01%"
"03/22/2024","117.71","119.80","119.85","117.26","3.52M","-1.27%"
"03/21/2024","119.22","122.03","123.00","119.20","4.60M","-2.28%"
"03/20/2024","122.00","123.12","124.85","121.11","5.33M","-0.73%"
"03/19/2024","122.90","123.00","124.99","122.03","4.30M","-0.28%"
"03/18/2024","123.25","124.05","125.40","122.71","3.15M","-0.80%"
"03/15/2024","124.25","128.15","128.97","123.00","8.02M","-2.32%"
"03/14/2024","127.20","122.52","127.50","122.52","3.55M","3.58%"
"03/13/2024","122.80","124.65","125.00","120.51","4.04M","-0.97%"
"03/12/2024","124.00","128.05","128.49","123.00","4.05M","-2.94%"
"03/11/2024","127.75","130.00","130.35","127.50","4.23M","-1.28%"
"03/08/2024","129.40","130.00","130.80","128.50","6.23M","-1.47%"
"03/07/2024","131.33","128.00","131.90","127.85","9.80M","2.59%"
"03/06/2024","128.02","127.11","131.65","127.11","11.20M","0.02%"
"03/05/2024","127.99","133.49","133.49","127.25","10.47M","-3.46%"
"03/04/2024","132.58","125.00","132.58","124.30","20.95M","6.96%"
"03/01/2024","123.95","125.34","125.79","122.99","4.79M","-1.08%"
"02/29/2024","125.30","123.25","127.86","123.25","10.85M","1.58%"
"02/28/2024","123.35","120.00","124.71","120.00","6.72M","2.45%"
"02/27/2024","120.40","125.44","125.55","120.25","10.00M","-4.15%"
"02/26/2024","125.61","125.89","129.75","124.01","14.94M","0.14%"
"02/23/2024","125.44","116.00","125.44","116.00","16.62M","7.67%"
"02/22/2024","116.50","117.50","118.40","115.51","5.78M","-0.60%"
"02/21/2024","117.20","116.99","118.44","114.50","6.51M","3.40%"
"02/20/2024","113.35","116.51","118.74","112.10","10.49M","-2.30%"
"02/19/2024","116.02","104.50","116.02","104.50","12.16M","7.63%"
"02/16/2024","107.80","112.80","116.20","105.72","20.69M","-5.02%"
"02/15/2024","113.50","123.50","123.90","113.15","12.07M","-6.81%"
"02/14/2024","121.80","125.52","128.00","117.00","32.23M","-1.88%"
"02/13/2024","124.14","124.14","126.49","124.14","14.95M","-7.50%"
"02/12/2024","134.20","140.00","141.00","134.20","14.94M","-7.78%"
"02/09/2024","145.52","146.00","148.30","139.37","18.93M","-3.62%"
"02/07/2024","150.99","156.00","157.40","150.10","24.95M","-3.21%"
"02/06/2024","156.00","150.15","158.59","150.15","23.12M","5.62%"
"02/02/2024","147.70","145.10","149.50","141.30","13.58M","2.21%"
"02/01/2024","144.50","135.89","145.10","134.70","16.99M","7.02%"
"01/31/2024","135.02","135.90","138.50","134.65","6.01M","0.76%"
"01/30/2024","134.00","137.97","140.00","130.05","17.14M","-2.44%"
"01/29/2024","137.35","140.50","140.79","136.50","7.10M","-2.32%"
"01/26/2024","140.61","135.01","143.20","133.88","31.07M","4.21%"
"01/25/2024","134.93","143.88","148.85","134.93","49.68M","-6.56%"
"01/24/2024","144.40","136.00","146.74","134.80","33.65M","5.80%"
"01/23/2024","136.48","134.94","138.90","127.20","52.95M","2.21%"
"01/22/2024","133.53","124.50","133.53","124.50","16.63M","7.25%"
"01/19/2024","124.50","124.90","125.98","123.20","2.99M","0.32%"
"01/18/2024","124.10","125.90","125.90","122.50","6.66M","-1.60%"
"01/17/2024","126.12","125.00","128.52","123.55","10.10M","-0.06%"
"01/16/2024","126.19","129.23","129.87","126.01","9.85M","-2.56%"
"01/15/2024","129.51","128.60","133.80","128.51","18.59M","1.50%"
"01/12/2024","127.60","128.50","129.50","125.90","16.50M","0.24%"
"01/11/2024","127.30","123.50","128.45","122.90","11.34M","3.93%"
"01/10/2024","122.49","122.75","126.70","122.00","18.03M","0.32%"
"01/09/2024","122.10","124.44","125.00","121.81","4.62M","-0.89%"
"01/08/2024","123.20","125.21","125.80","123.05","2.82M","-1.40%"
"01/05/2024","124.95","125.60","127.35","121.00","7.66M","-0.60%"
"01/04/2024","125.70","128.00","128.40","123.95","7.83M","-1.33%"
"01/03/2024","127.40","124.00","128.10","122.20","17.71M","3.67%"
"01/02/2024","122.89","124.00","126.70","121.51","24.57M","1.66%"
"01/01/2024","120.88","113.00","120.88","113.00","10.26M","7.83%"
"12/29/2023","112.10","110.54","115.90","109.70","10.44M","1.54%"
"12/28/2023","110.40","108.25","112.00","107.51","12.29M","3.15%"
"12/27/2023","107.03","104.90","107.99","104.00","8.31M","1.79%"
"12/26/2023","105.15","113.00","113.10","105.09","10.52M","-7.15%"
"12/22/2023","113.25","116.90","117.00","112.86","4.20M","-3.21%"
"12/21/2023","117.00","115.20","117.09","113.60","9.37M","1.92%"
"12/20/2023","114.80","118.05","119.20","112.02","13.74M","-1.45%"
"12/19/2023","116.49","124.00","124.00","115.20","11.78M","-5.76%"
"12/18/2023","123.61","127.75","127.75","123.50","6.70M","-1.66%"
"12/15/2023","125.70","127.40","128.75","124.80","17.09M","-0.55%"
"12/14/2023","126.40","123.00","127.00","120.40","12.36M","3.36%"
"12/13/2023","122.29","127.85","128.90","120.25","18.90M","-2.40%"
"12/12/2023","125.30","125.25","126.85","124.81","9.14M","0.16%"
"12/11/2023","125.10","124.50","127.00","121.76","11.19M","-0.48%"
"12/08/2023","125.70","124.00","126.47","122.25","17.92M","3.46%"
"12/07/2023","121.50","121.99","124.50","120.29","17.18M","0.40%"
"12/06/2023","121.01","121.98","124.70","119.99","28.69M","-0.49%"
"12/05/2023","121.61","115.90","122.90","113.30","31.15M","5.29%"
"12/04/2023","115.50","111.24","117.85","111.24","23.81M","3.96%"
"12/01/2023","111.10","109.11","111.10","108.80","8.58M","1.93%"
"11/30/2023","109.00","108.90","109.39","107.80","5.56M","0.74%"
"11/29/2023","108.20","108.91","110.55","107.55","11.78M","-1.05%"
"11/28/2023","109.35","109.02","110.15","107.60","12.90M","0.88%"
"11/27/2023","108.40","108.02","109.50","106.80","8.52M","0.42%"
"11/24/2023","107.95","108.70","109.95","107.20","9.87M","0.14%"
"11/23/2023","107.80","110.99","111.72","107.25","12.04M","-2.44%"
"11/22/2023","110.50","108.50","111.65","108.15","9.96M","1.85%"
"11/21/2023","108.49","109.99","110.70","107.90","5.27M","-1.10%"
"11/20/2023","109.70","111.00","111.30","109.50","4.72M","-0.90%"
"11/17/2023","110.70","114.40","114.48","110.10","13.82M","-2.64%"
"11/16/2023","113.70","108.00","114.70","106.53","28.73M","5.87%"
"11/15/2023","107.40","104.25","107.90","103.71","18.99M","3.77%"
"11/14/2023","103.50","103.32","103.98","102.00","10.52M","-0.12%"
"11/13/2023","103.62","104.01","105.00","103.06","12.99M","-0.11%"
"11/10/2023","103.73","102.00","104.80","101.75","17.30M","1.31%"
"11/08/2023","102.39","101.55","103.09","101.11","12.28M","0.74%"
"11/07/2023","101.64","102.02","103.00","101.40","12.02M","-0.06%"
"11/06/2023","101.70","101.60","102.05","100.50","7.41M","0.25%"
"11/03/2023","101.45","100.60","101.77","99.95","8.75M","1.05%"
"11/02/2023","100.40","100.99","101.90","99.20","8.19M","-0.28%"
"11/01/2023","100.68","100.75","103.20","100.25","11.17M","0.18%"
"10/31/2023","100.50","102.01","102.01","100.11","7.54M","0.50%"
"10/30/2023","100.00","99.49","100.89","98.75","5.02M","1.04%"
"10/27/2023","98.97","100.40","100.69","98.80","4.52M","-1.13%"
"10/26/2023","100.10","101.30","101.60","99.80","7.39M","-0.60%"
"10/25/2023","100.70","101.51","102.76","100.20","13.95M","-0.30%"
"10/24/2023","101.00","102.60","102.75","99.51","13.02M","-1.15%"
"10/23/2023","102.18","97.90","104.37","97.70","27.50M","5.56%"
"10/20/2023","96.80","97.89","97.90","96.45","5.64M","-0.61%"
"10/19/2023","97.39","93.55","98.50","93.55","18.11M","4.16%"
"10/18/2023","93.50","95.01","95.38","93.45","4.37M","-1.58%"
"10/17/2023","95.00","97.00","97.00","94.70","5.15M","-3.77%"
"10/16/2023","98.72","99.40","100.70","97.70","5.47M","0.02%"
"10/13/2023","98.70","97.09","100.25","96.91","12.28M","1.49%"
"10/12/2023","97.25","97.15","98.35","96.80","7.86M","0.26%"
"10/11/2023","97.00","95.51","97.10","95.51","5.90M","1.57%"
"10/10/2023","95.50","95.51","96.19","95.10","3.33M","0.00%"
"10/09/2023","95.50","95.15","96.44","94.99","3.01M","-0.42%"
"10/06/2023","95.90","97.06","97.40","95.52","5.48M","-1.53%"
"10/05/2023","97.39","98.00","98.44","96.90","4.93M","-0.72%"
"10/04/2023","98.10","98.00","99.00","97.86","5.10M","-0.15%"
"10/03/2023","98.25","99.73","100.40","98.13","9.90M","-1.25%"
"10/02/2023","99.49","96.50","99.72","96.50","17.02M","3.10%"
"09/28/2023","96.50","98.50","98.50","96.10","10.87M","-1.65%"
"09/27/2023","98.12","96.19","98.25","95.50","6.83M","2.11%"
"09/26/2023","96.09","96.04","96.80","95.75","1.85M","-0.57%"
"09/25/2023","96.64","96.40","96.90","95.75","3.13M","0.56%"
"09/22/2023","96.10","95.94","96.69","94.90","2.73M","0.51%"
"09/21/2023","95.61","95.00","95.93","93.75","2.11M","0.64%"
"09/20/2023","95.00","96.20","96.47","94.65","1.88M","-1.09%"
"09/19/2023","96.05","95.70","96.79","95.26","3.01M","0.73%"
"09/18/2023","95.35","94.99","95.65","94.65","1.52M","0.78%"
"09/15/2023","94.61","95.90","96.40","94.35","4.69M","0.44%"
"09/14/2023","94.20","93.90","94.35","93.80","1.36M","0.43%"
"09/13/2023","93.80","93.15","94.68","93.15","2.63M","0.48%"
"09/12/2023","93.35","94.99","94.99","92.90","3.44M","-2.76%"
"09/11/2023","96.00","96.40","96.99","95.09","6.30M","-0.41%"
"09/08/2023","96.40","95.50","96.44","94.60","4.33M","1.53%"
"09/07/2023","94.95","95.15","96.85","94.11","7.84M","-0.37%"
"09/06/2023","95.30","94.49","95.70","93.20","4.24M","1.49%"
"09/05/2023","93.90","95.80","95.95","93.54","3.94M","-1.68%"
"09/04/2023","95.50","95.20","95.98","95.03","2.75M","0.95%"
"09/01/2023","94.60","93.50","94.75","92.15","4.13M","0.75%"
"08/31/2023","93.90","94.50","96.23","88.10","17.49M","0.21%"
"08/30/2023","93.70","95.56","96.93","93.01","6.72M","-1.48%"
"08/29/2023","95.11","96.30","97.30","93.85","6.32M","-2.10%"
"08/28/2023","97.15","99.01","99.50","96.75","5.01M","-2.17%"
"08/25/2023","99.30","100.49","100.49","98.85","6.37M","-1.29%"
"08/24/2023","100.60","100.50","101.95","100.20","12.76M","0.10%"
"08/23/2023","100.50","100.50","100.79","98.55","16.05M","0.65%"
"08/22/2023","99.85","96.00","100.00","96.00","13.63M","3.72%"
"08/21/2023","96.27","98.00","98.99","96.01","7.31M","-2.81%"
"08/18/2023","99.05","100.01","102.44","98.63","19.81M","-0.70%"
"08/17/2023","99.75","98.60","99.89","96.80","9.37M","1.53%"
"08/16/2023","98.25","101.00","101.00","97.80","10.96M","-3.11%"
"08/15/2023","101.40","104.00","104.00","100.90","12.07M","-1.79%"
"08/11/2023","103.25","101.50","106.20","100.55","22.57M","-0.05%"
"08/10/2023","103.30","107.02","107.49","99.11","22.03M","-1.80%"
"08/09/2023","105.19","97.00","105.19","96.00","37.78M","7.72%"
"08/08/2023","97.65","104.00","104.00","97.65","27.79M","-6.65%"
"08/07/2023","104.61","109.00","111.50","104.35","26.01M","-3.05%"
"08/04/2023","107.90","104.00","108.80","103.99","28.00M","2.76%"
"08/03/2023","105.00","105.20","107.70","103.11","24.52M","0.01%"
"08/02/2023","104.99","98.05","105.00","97.90","28.37M","7.57%"
"08/01/2023","97.60","101.00","101.48","97.20","14.89M","2.36%"
"07/31/2023","95.35","93.00","98.55","93.00","22.46M","2.16%"
"07/27/2023","93.33","86.99","93.33","86.99","28.51M","7.52%"
"07/26/2023","86.80","87.50","87.80","86.60","4.73M","-0.45%"
"07/25/2023","87.19","85.75","87.89","85.52","13.06M","2.04%"
"07/24/2023","85.45","86.00","87.00","84.80","4.83M","0.53%"
"07/21/2023","85.00","86.40","86.53","85.03","5.46M","-1.37%"
"07/20/2023","86.18","84.88","86.25","84.36","7.30M","2.17%"
"07/19/2023","84.35","84.65","85.52","84.02","7.91M","0.40%"
"07/18/2023","84.01","85.24","85.40","83.90","2.57M","-0.93%"
"07/17/2023","84.80","85.50","85.85","84.70","4.24M","-0.59%"
"07/14/2023","85.30","86.90","86.90","85.07","2.12M","-1.44%"
"07/13/2023","86.55","87.98","88.25","86.50","10.86M","-1.31%"
"07/12/2023","87.70","86.50","87.73","85.61","10.79M","1.98%"
"07/11/2023","86.00","85.06","86.50","84.20","8.87M","1.76%"
"07/10/2023","84.51","85.60","85.90","84.31","4.91M","-1.76%"
"07/07/2023","86.02","86.20","86.50","85.00","2.28M","-0.09%"
"07/06/2023","86.10","84.00","86.95","84.00","11.51M","2.50%"
"07/05/2023","84.00","85.90","86.25","83.59","6.01M","-2.89%"
"07/04/2023","86.50","87.50","87.50","84.50","18.36M","3.16%"
"07/03/2023","83.85","83.85","83.85","83.85","1.14M","7.71%"
"06/27/2023","77.85","77.12","78.85","76.50","10.93M","-0.19%"
"06/26/2023","78.00","76.00","77.85","76.00","8.15M","4.78%"
"06/23/2023","74.44","75.00","75.00","73.80","2.05M","-29.10%"
"06/22/2023","105.00","74.38","75.00","73.90","1.01M","41.91%"
"06/21/2023","73.99","75.50","75.65","73.75","3.49M","-1.36%"
"06/20/2023","75.01","74.00","75.24","73.30","4.48M","1.23%"
"06/19/2023","74.10","76.50","76.70","73.10","3.96M","-2.24%"
"06/16/2023","75.80","76.50","77.24","75.80","2.07M","-0.66%"
"06/15/2023","76.30","77.03","77.50","76.25","2.04M","-1.55%"
"06/14/2023","77.50","77.60","78.25","77.20","1.49M","0.13%"
"06/13/2023","77.40","78.24","78.40","77.08","1.63M","-0.13%"
"06/12/2023","77.50","79.85","80.00","77.03","3.52M","-3.00%"
"06/09/2023","79.90","78.78","80.12","78.50","4.14M","1.91%"
"06/08/2023","78.40","79.00","80.25","78.40","3.83M","-0.72%"
"06/07/2023","78.97","78.47","79.50","77.50","2.35M","0.98%"
"06/06/2023","78.20","78.90","80.40","78.11","8.97M","-0.32%"
"06/05/2023","78.45","76.40","78.65","75.60","8.46M","3.91%"
"06/02/2023","75.50","75.36","75.50","74.90","842.76K","0.27%"
"06/01/2023","75.30","75.01","75.65","74.55","1.40M","0.64%"
"05/31/2023","74.82","75.90","76.30","74.50","3.59M","-1.23%"
"05/30/2023","75.75","75.00","76.66","75.00","4.51M","1.43%"
"05/29/2023","74.68","74.40","76.10","74.10","4.02M","0.85%"
"05/26/2023","74.05","75.60","75.71","73.50","2.70M","-2.12%"
"05/25/2023","75.65","75.70","76.41","75.11","3.69M","0.80%"
"05/24/2023","75.05","75.60","76.29","74.90","3.25M","-0.13%"
"05/23/2023","75.15","75.98","76.25","75.00","3.33M","-0.79%"
"05/22/2023","75.75","77.00","77.45","75.61","4.49M","-1.88%"
"05/19/2023","77.20","76.80","77.95","76.80","2.33M","0.46%"
"05/18/2023","76.85","78.60","78.60","76.62","5.00M","-1.47%"
"05/17/2023","78.00","80.20","80.25","77.90","2.80M","-2.01%"
"05/16/2023","79.60","77.30","79.90","77.20","6.27M","3.65%"
"05/15/2023","76.80","78.20","78.20","76.40","4.93M","-1.84%"
"05/12/2023","78.24","79.40","79.97","77.92","3.76M","-0.84%"
"05/11/2023","78.90","79.00","79.89","78.60","2.20M","0.33%"
"05/10/2023","78.64","80.00","80.71","78.50","3.07M","-2.19%"
"05/09/2023","80.40","82.25","82.25","79.70","6.11M","-2.31%"
"05/08/2023","82.30","84.79","84.90","81.60","3.97M","-4.49%"
"05/05/2023","86.17","85.18","86.99","84.95","3.76M","0.80%"
"05/04/2023","85.49","86.26","86.49","85.00","2.52M","-0.60%"
"05/03/2023","86.01","85.15","86.50","84.85","3.25M","1.05%"
"05/02/2023","85.12","86.11","86.38","85.00","2.34M","-0.99%"
"04/28/2023","85.97","87.40","87.48","85.80","2.37M","-1.18%"
"04/27/2023","87.00","87.40","87.60","86.52","3.32M","-0.01%"
"04/26/2023","87.01","87.41","88.14","86.75","2.65M","-0.56%"
"04/20/2023","87.50","86.70","87.65","86.01","2.88M","1.25%"
"04/19/2023","86.42","86.09","86.70","85.60","997.75K","0.43%"
"04/18/2023","86.05","86.30","86.30","85.42","1.62M","0.08%"
"04/17/2023","85.98","86.49","86.70","85.60","1.49M","-0.14%"
"04/13/2023","86.10","86.50","87.54","85.21","3.92M","0.82%"
"04/12/2023","85.40","83.10","85.94","83.05","2.31M","2.28%"
"04/11/2023","83.50","84.29","84.29","82.80","782.21K","-0.23%"
"04/10/2023","83.69","84.50","84.88","83.50","1.17M","-1.19%"
"04/07/2023","84.70","87.71","87.97","84.50","4.69M","-2.87%"
"04/06/2023","87.20","82.70","87.80","82.65","10.59M","5.83%"
"04/05/2023","82.40","82.50","83.33","81.03","4.57M","-0.12%"
"04/04/2023","82.50","83.30","83.30","80.90","2.77M","-1.14%"
"04/03/2023","83.45","84.22","84.49","83.00","1.51M","0.85%"
"03/31/2023","82.75","84.00","84.28","82.65","2.44M","-1.43%"
"03/30/2023","83.95","84.49","85.70","83.65","3.34M","-0.12%"
"03/29/2023","84.05","84.89","84.89","83.52","999.99K","-0.65%"
"03/28/2023","84.60","84.81","85.48","84.40","1.06M","-0.47%"
"03/27/2023","85.00","85.08","85.80","84.00","748.71K","0.29%"
"03/24/2023","84.75","85.81","86.00","84.50","574.97K","-1.34%"
"03/22/2023","85.90","87.45","88.70","85.80","1.73M","-2.52%"
"03/21/2023","88.12","87.00","88.82","86.40","3.62M","1.23%"
"03/20/2023","87.05","89.51","89.51","86.31","3.77M","-2.93%"
"03/17/2023","89.68","90.40","90.40","88.50","4.21M","-0.46%"
"03/16/2023","90.09","92.05","92.40","89.72","3.08M","-1.92%"
"03/15/2023","91.85","91.59","92.75","91.00","4.39M","0.21%"
"03/14/2023","91.66","92.80","93.00","90.56","8.70M","-1.28%"
"03/13/2023","92.85","89.25","93.39","89.25","18.46M","6.75%"
"03/10/2023","86.98","87.59","87.74","86.69","1.84M","-0.48%"
"03/09/2023","87.40","86.80","87.48","86.15","2.50M","0.81%"
"03/08/2023","86.70","84.99","87.70","84.90","6.36M","2.12%"
"03/07/2023","84.90","87.20","87.35","84.80","3.64M","-2.13%"
"03/06/2023","86.75","86.84","89.85","85.87","8.79M","-1.55%"
"03/03/2023","88.12","80.86","88.19","80.86","13.42M","7.33%"
"03/02/2023","82.10","80.10","83.00","80.00","4.21M","1.67%"
"03/01/2023","80.75","82.01","82.02","79.40","6.09M","-1.52%"
"02/28/2023","82.00","85.60","86.49","81.93","5.33M","-4.16%"
"02/27/2023","85.56","87.20","88.20","85.50","2.25M","-2.40%"
"02/24/2023","87.66","88.85","89.47","87.31","5.21M","-0.44%"
"02/23/2023","88.05","90.40","90.40","87.86","5.53M","-2.81%"
"02/22/2023","90.60","91.24","91.85","88.61","10.39M","-0.46%"
"02/21/2023","91.02","90.67","91.70","90.10","3.21M","2.11%"
"02/20/2023","89.14","94.38","94.50","89.00","5.38M","-5.75%"
"02/17/2023","94.58","93.06","94.99","93.01","4.77M","1.59%"
"02/16/2023","93.10","96.20","96.90","93.00","6.69M","-2.96%"
"02/15/2023","95.94","93.49","96.50","92.32","7.17M","2.06%"
"02/14/2023","94.00","99.99","99.99","93.02","12.75M","-4.95%"
"02/13/2023","98.90","100.00","100.50","97.30","15.13M","-2.14%"
"02/10/2023","101.06","102.00","109.60","99.51","38.73M","-5.78%"
"02/09/2023","107.26","102.00","107.26","100.70","18.22M","6.74%"
"02/08/2023","100.49","98.00","100.89","95.30","22.26M","1.20%"
"02/07/2023","99.30","99.30","99.30","97.53","16.11M","7.49%"
"02/06/2023","92.38","92.38","92.38","91.21","10.55M","7.49%"
"02/03/2023","85.94","87.39","87.40","85.27","1.26M","-1.44%"
"02/02/2023","87.20","86.73","87.30","84.90","5.16M","0.10%"
"02/01/2023","87.11","88.00","89.30","86.90","5.23M","-0.94%"
"01/31/2023","87.94","86.40","88.24","85.55","4.51M","2.09%"
"01/30/2023","86.14","87.30","88.47","86.00","5.02M","-0.58%"
"01/27/2023","86.64","86.45","87.50","84.90","4.69M","0.73%"
"01/26/2023","86.01","86.41","87.15","84.00","5.70M","0.07%"
"01/25/2023","85.95","86.00","87.25","85.30","5.62M","1.60%"
"01/24/2023","84.60","81.72","85.44","81.72","7.62M","3.36%"
"01/23/2023","81.85","80.00","82.22","79.51","3.79M","3.27%"
